pathway,train_roc_auc_score,validation_roc_auc_score,train_gradient_boosting_roc_auc_score,validation_gradient_boosting_roc_auc_score
GO_LYTIC_VACUOLE_ORGANIZATION,0.772420838,0.488050314,0.749336057,0.451572327
GO_REGULATION_OF_CHEMOTAXIS,0.885699694,0.510691824,0.935648621,0.349685535
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,0.925025536,0.628930818,0.985291113,0.632704403
GO_MEIOTIC_CELL_CYCLE_PROCESS,0.886823289,0.479874214,0.894075587,0.457232704
GO_REGULATION_OF_PLATELET_ACTIVATION,0.769458631,0.571698113,0.791419816,0.525786164
GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,0.842492339,0.609433962,0.852196118,0.498742138
GO_DEVELOPMENTAL_CELL_GROWTH,0.835137896,0.53836478,0.895607763,0.430188679
GO_REGULATION_OF_BONE_RESORPTION,0.703881512,0.525157233,0.701634321,0.521383648
GO_SPINDLE_ASSEMBLY,0.776200204,0.510062893,0.784269663,0.36163522
GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.765883555,0.420754717,0.743207354,0.414465409
GO_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.733299285,0.544654088,0.702553626,0.548427673
GO_CONVERGENT_EXTENSION,0.605617978,0.468553459,0.600919305,0.457232704
GO_SPHINGOLIPID_BIOSYNTHETIC_PROCESS,0.771807967,0.580503145,0.810214505,0.676100629
GO_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY,0.808171604,0.626415094,0.849438202,0.640251572
GO_REGULATION_OF_MULTI_ORGANISM_PROCESS,0.877834525,0.525157233,0.940960163,0.558490566
GO_REGULATION_OF_TRANSLATIONAL_FIDELITY,0.614913177,0.478616352,0.618998979,0.479874214
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST,0.775485189,0.48490566,0.814606742,0.46163522
GO_CONNECTIVE_TISSUE_DEVELOPMENT,0.851072523,0.650943396,0.940858018,0.657861635
GO_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,0.657099081,0.627044025,0.664453524,0.637106918
GO_PROTEIN_LOCALIZATION,0.899489275,0.586163522,0.97875383,0.618238994
GO_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS,0.738815117,0.627044025,0.764964249,0.604402516
GO_NUCLEAR_ENVELOPE_ORGANIZATION,0.775791624,0.547169811,0.824412666,0.413836478
GO_ASYMMETRIC_PROTEIN_LOCALIZATION,0.768947906,0.701257862,0.727068437,0.556603774
GO_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION,0.813585291,0.575471698,0.797037794,0.605660377
GO_BIOMINERAL_TISSUE_DEVELOPMENT,0.83360572,0.560377358,0.864044944,0.552201258
GO_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS,0.890909091,0.597484277,0.968947906,0.598113208
GO_SCHWANN_CELL_DEVELOPMENT,0.759856997,0.600628931,0.76741573,0.463522013
GO_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION,0.63360572,0.438993711,0.616853933,0.496226415
GO_POSITIVE_REGULATION_OF_HISTONE_METHYLATION,0.745556691,0.594968553,0.73299285,0.583647799
GO_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION,0.704494382,0.489937107,0.681613892,0.465408805
GO_RNA_POLYADENYLATION,0.624106231,0.606289308,0.626149132,0.61509434
GO_NEUROTRANSMITTER_METABOLIC_PROCESS,0.793769152,0.595597484,0.791419816,0.537106918
GO_ORGANELLE_INHERITANCE,0.5453524,0.440251572,0.5453524,0.442767296
GO_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT,0.750766088,0.605031447,0.806843718,0.527672956
GO_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,0.759039837,0.581132075,0.798263534,0.577358491
GO_EXPLORATION_BEHAVIOR,0.758937692,0.613207547,0.767926456,0.475471698
GO_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT,0.79979571,0.535849057,0.854749745,0.537106918
GO_MRNA_METABOLIC_PROCESS,0.830132789,0.572327044,0.928804903,0.573584906
GO_RESPONSE_TO_THYROID_HORMONE,0.703370787,0.671698113,0.728089888,0.681761006
GO_PROTEIN_TRANSMEMBRANE_TRANSPORT,0.669765066,0.446540881,0.685801839,0.494339623
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.761082737,0.503773585,0.762717058,0.493081761
GO_RESPONSE_TO_RETINOIC_ACID,0.828294178,0.624528302,0.838917263,0.501886792
GO_MAMMARY_GLAND_LOBULE_DEVELOPMENT,0.713381001,0.379245283,0.667517875,0.509433962
GO_PARAXIAL_MESODERM_DEVELOPMENT,0.632482125,0.531446541,0.631664964,0.546540881
GO_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH,0.825229826,0.627672956,0.878243105,0.627672956
GO_DIACYLGLYCEROL_METABOLIC_PROCESS,0.608580184,0.520125786,0.608580184,0.535220126
GO_COCHLEA_MORPHOGENESIS,0.671297242,0.471698113,0.691521961,0.498113208
GO_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS,0.723697651,0.561006289,0.698774259,0.396226415
GO_REGULATION_OF_TRANSLATIONAL_INITIATION,0.72206333,0.479245283,0.758529111,0.393710692
GO_MOTILE_CILIUM_ASSEMBLY,0.691726251,0.460377358,0.683350358,0.46918239
GO_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION,0.665372829,0.583647799,0.662308478,0.504402516
GO_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,0.667722165,0.61572327,0.682226762,0.659119497
GO_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.775383044,0.505660377,0.787946885,0.520125786
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION,0.870888662,0.543396226,0.92165475,0.601886792
GO_CELL_RECOGNITION,0.898059244,0.654716981,0.94514811,0.598742138
GO_REGULATION_OF_RETROGRADE_PROTEIN_TRANSPORT_ER_TO_CYTOSOL,0.564249234,0.45408805,0.564249234,0.459119497
GO_PROTEIN_K63_LINKED_UBIQUITINATION,0.624719101,0.488050314,0.635546476,0.474213836
GO_NEGATIVE_REGULATION_OF_PHOSPHORYLATION,0.850970378,0.522641509,0.930234934,0.522012579
GO_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION,0.742288049,0.527044025,0.75526047,0.495597484
GO_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.618283963,0.467295597,0.61011236,0.467295597
GO_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,0.803472932,0.489308176,0.828600613,0.410691824
GO_MESENCHYMAL_CELL_PROLIFERATION,0.651072523,0.59245283,0.648110317,0.540880503
GO_LIPID_CATABOLIC_PROCESS,0.893871297,0.60754717,0.942492339,0.496226415
GO_REVERSE_CHOLESTEROL_TRANSPORT,0.672931563,0.469811321,0.671399387,0.48490566
GO_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,0.840960163,0.63081761,0.885291113,0.637735849
GO_REGULATION_OF_CHOLESTEROL_STORAGE,0.769356486,0.493081761,0.766087845,0.405031447
GO_PROTEIN_LOCALIZATION_TO_SYNAPSE,0.742288049,0.570440252,0.672012257,0.532704403
GO_PROSTATE_GLAND_GROWTH,0.668947906,0.552201258,0.667109295,0.553459119
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_APOPTOTIC_PROCESS,0.645045965,0.449685535,0.645250255,0.442767296
GO_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.669050051,0.593710692,0.684576098,0.666666667
GO_RESPIRATORY_SYSTEM_DEVELOPMENT,0.870786517,0.672955975,0.941879469,0.743396226
GO_ION_HOMEOSTASIS,0.903779367,0.590566038,0.969356486,0.605031447
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,0.600102145,0.553459119,0.609703779,0.552201258
GO_NEGATIVE_REGULATION_OF_STAT_CASCADE,0.771501532,0.421383648,0.809090909,0.502515723
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC,0.785188968,0.475471698,0.804902962,0.496855346
GO_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS,0.612870276,0.557232704,0.613278856,0.491823899
GO_NEUROEPITHELIAL_CELL_DIFFERENTIATION,0.807354443,0.616352201,0.844841675,0.576100629
GO_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,0.814096016,0.486163522,0.852093973,0.379874214
GO_REGULATION_OF_GLUCOSE_TRANSPORT,0.815832482,0.428930818,0.865168539,0.444654088
GO_MATURE_B_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE,0.650153218,0.549685535,0.650153218,0.566037736
GO_CATECHOLAMINE_TRANSPORT,0.664759959,0.489308176,0.658222676,0.427672956
GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,0.579673136,0.411320755,0.579877426,0.413836478
GO_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,0.767313585,0.471698113,0.819305414,0.578616352
GO_ADHERENS_JUNCTION_ORGANIZATION,0.863125638,0.550943396,0.890909091,0.581761006
GO_EPITHELIAL_CELL_MORPHOGENESIS,0.787334014,0.7,0.814606742,0.68427673
GO_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,0.791521961,0.488050314,0.826864147,0.38490566
GO_OSTEOBLAST_DEVELOPMENT,0.739427988,0.577987421,0.725331971,0.496226415
GO_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.650153218,0.577987421,0.650153218,0.56918239
GO_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.62288049,0.57672956,0.62288049,0.575471698
GO_POSITIVE_REGULATION_OF_DNA_RECOMBINATION,0.659959142,0.537106918,0.644024515,0.511949686
GO_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN,0.593462717,0.5,0.593462717,0.501257862
GO_HISTONE_H4_K16_ACETYLATION,0.645045965,0.603144654,0.645045965,0.598113208
GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION,0.613687436,0.495597484,0.613687436,0.496855346
GO_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION,0.748927477,0.58427673,0.758529111,0.519496855
GO_CHRONIC_INFLAMMATORY_RESPONSE,0.670275792,0.457232704,0.661695608,0.398113208
GO_POSITIVE_REGULATION_OF_LIPASE_ACTIVITY,0.821552605,0.556603774,0.861491318,0.522012579
GO_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,0.864044944,0.577358491,0.921041879,0.571069182
GO_MEMBRANE_ORGANIZATION,0.893973442,0.596855346,0.971297242,0.675471698
GO_CAMP_METABOLIC_PROCESS,0.799080695,0.520125786,0.813176711,0.471069182
GO_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_PROTON_TRANSPORT,0.512563841,0.533333333,0.512563841,0.533333333
GO_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL,0.606332993,0.467295597,0.606332993,0.483647799
GO_REGULATION_OF_CILIUM_MOVEMENT,0.718181818,0.513207547,0.717977528,0.447798742
GO_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.685393258,0.491823899,0.702860061,0.491823899
GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION,0.81031665,0.625157233,0.825331971,0.603144654
GO_RESPONSE_TO_DEXAMETHASONE,0.722982635,0.540251572,0.718079673,0.604402516
GO_STEROL_TRANSPORT,0.842185904,0.534591195,0.884576098,0.500628931
GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS,0.902860061,0.636477987,0.970786517,0.576100629
GO_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS_VIA_SOMATIC_MUTATION,0.675791624,0.650943396,0.677630235,0.610691824
GO_REGULATION_OF_CHROMOSOME_ORGANIZATION,0.83278856,0.564150943,0.887946885,0.452201258
GO_EMBRYONIC_EYE_MORPHOGENESIS,0.753728294,0.479245283,0.782737487,0.544025157
GO_BLASTOCYST_GROWTH,0.57793667,0.487421384,0.5773238,0.487421384
GO_ESTROGEN_BIOSYNTHETIC_PROCESS,0.585291113,0.450314465,0.585699694,0.451572327
GO_REGULATION_OF_CELL_MATRIX_ADHESION,0.824923391,0.571069182,0.859959142,0.549056604
GO_VISUAL_BEHAVIOR,0.797139939,0.419496855,0.817364658,0.523899371
GO_LIPOSACCHARIDE_METABOLIC_PROCESS,0.842900919,0.60754717,0.895607763,0.502515723
GO_REGULATION_OF_CELL_ADHESION,0.897037794,0.657861635,0.979775281,0.633962264
GO_INTRACELLULAR_LIPID_TRANSPORT,0.719816139,0.498113208,0.720429009,0.489308176
GO_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION,0.668539326,0.364150943,0.667722165,0.362893082
GO_NEGATIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS,0.583963228,0.406289308,0.583963228,0.40754717
GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE,0.680286006,0.564150943,0.687027579,0.498742138
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,0.886006129,0.695597484,0.970173647,0.73836478
GO_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,0.822574055,0.637735849,0.831869254,0.532704403
GO_ENDOCRINE_SYSTEM_DEVELOPMENT,0.83258427,0.629559748,0.872216547,0.609433962
GO_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.816138917,0.664150943,0.869050051,0.586792453
GO_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,0.750868233,0.54591195,0.7,0.457861635
GO_RESPONSE_TO_DSRNA,0.771092952,0.526415094,0.803779367,0.494968553
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.626455567,0.603144654,0.626455567,0.603144654
GO_GLYCEROLIPID_CATABOLIC_PROCESS,0.73258427,0.559748428,0.752400409,0.535849057
GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,0.731767109,0.620125786,0.725638407,0.696226415
GO_AMINE_CATABOLIC_PROCESS,0.705720123,0.479874214,0.691419816,0.588679245
GO_REGULATION_OF_STEROID_METABOLIC_PROCESS,0.770786517,0.620125786,0.799897855,0.496226415
GO_MATURE_B_CELL_DIFFERENTIATION,0.668335036,0.554716981,0.673033708,0.554716981
GO_NEGATIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT,0.716343207,0.442138365,0.724310521,0.459748428
GO_C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS,0.649540347,0.428930818,0.660980592,0.490566038
GO_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,0.709295199,0.547798742,0.700306435,0.549685535
GO_STEROL_BIOSYNTHETIC_PROCESS,0.690194076,0.537106918,0.705720123,0.616981132
GO__DE_NOVO_PROTEIN_FOLDING,0.619101124,0.47672956,0.619305414,0.477987421
GO_REGULATION_OF_PHAGOCYTOSIS,0.813483146,0.510691824,0.864759959,0.463522013
GO_DNA_INTEGRITY_CHECKPOINT,0.82185904,0.503773585,0.876200204,0.579874214
GO_MEMBRANE_PROTEIN_PROTEOLYSIS,0.714708887,0.630188679,0.727272727,0.566037736
GO_POSITIVE_REGULATION_OF_OSTEOBLAST_PROLIFERATION,0.684167518,0.596855346,0.685393258,0.610691824
GO_TRNA_THREONYLCARBAMOYLADENOSINE_METABOLIC_PROCESS,0.518181818,0.490566038,0.518181818,0.490566038
GO_TUBE_MORPHOGENESIS,0.900715015,0.605660377,0.970582227,0.571698113
GO_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,0.57691522,0.534591195,0.5773238,0.535849057
GO_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,0.564964249,0.582389937,0.56578141,0.516981132
GO_REGULATION_OF_EMBRYONIC_DEVELOPMENT,0.840960163,0.613207547,0.893054137,0.53836478
GO_SENSORY_ORGAN_DEVELOPMENT,0.928600613,0.650314465,0.97711951,0.644025157
GO_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE,0.740245148,0.537735849,0.72328907,0.497484277
GO_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY,0.863432074,0.622641509,0.939427988,0.585534591
GO_BONE_MORPHOGENESIS,0.852400409,0.59245283,0.907456588,0.558490566
GO_CELL_PROJECTION_ORGANIZATION,0.920939734,0.568553459,0.993973442,0.522641509
GO_REGULATION_OF_MEMBRANE_INVAGINATION,0.673033708,0.512578616,0.672625128,0.520125786
GO_ISOPRENOID_BIOSYNTHETIC_PROCESS,0.587640449,0.58490566,0.587640449,0.527044025
GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,0.908886619,0.506289308,0.976200204,0.540251572
GO_NEGATIVE_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS,0.594279877,0.582389937,0.594279877,0.582389937
GO_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI,0.750459653,0.432704403,0.748212462,0.459119497
GO_MITOCHONDRIAL_GENOME_MAINTENANCE,0.589581205,0.486792453,0.589581205,0.433333333
GO_COENZYME_CATABOLIC_PROCESS,0.581307457,0.457861635,0.581103166,0.457861635
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.549744637,0.637735849,0.549744637,0.637735849
GO_NEGATIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION,0.70102145,0.447169811,0.662410623,0.521383648
GO_GLUCAN_BIOSYNTHETIC_PROCESS,0.605822268,0.625157233,0.614606742,0.625157233
GO_LINOLEIC_ACID_METABOLIC_PROCESS,0.636261491,0.524528302,0.637487232,0.524528302
GO_NEGATIVE_REGULATION_OF_COFACTOR_METABOLIC_PROCESS,0.576302349,0.59245283,0.576302349,0.59245283
GO_MRNA_CIS_SPLICING_VIA_SPLICEOSOME,0.55566905,0.500628931,0.55566905,0.508805031
GO_VIRAL_LATENCY,0.553013279,0.50754717,0.553013279,0.50754717
GO_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN,0.704596527,0.480503145,0.694484168,0.505660377
GO_REGULATION_OF_SPINDLE_ASSEMBLY,0.59959142,0.466666667,0.59959142,0.46918239
GO_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT,0.646986721,0.52327044,0.639632278,0.472955975
GO_REGULATION_OF_INFLAMMATORY_RESPONSE,0.887027579,0.58427673,0.949948927,0.527044025
GO_OLIGODENDROCYTE_DEVELOPMENT,0.683452503,0.547169811,0.72206333,0.605031447
GO_RESPONSE_TO_INTERFERON_GAMMA,0.880490296,0.535849057,0.92328907,0.478616352
GO_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.684678243,0.640251572,0.700715015,0.666037736
GO_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,0.717773238,0.589937107,0.728294178,0.620125786
GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_METABOLIC_PROCESS,0.590909091,0.469811321,0.590500511,0.472327044
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,0.761184883,0.547169811,0.741573034,0.540880503
GO_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION,0.823595506,0.496855346,0.865679265,0.489308176
GO_MICROTUBULE_BASED_MOVEMENT,0.914504597,0.620125786,0.96700715,0.494339623
GO_SENSORY_ORGAN_MORPHOGENESIS,0.904290092,0.566037736,0.968539326,0.627672956
GO_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION,0.804392237,0.557232704,0.86557712,0.436477987
GO_RESPONSE_TO_HYDROPEROXIDE,0.574668029,0.525157233,0.584269663,0.525157233
GO_PROTEIN_COMPLEX_SUBUNIT_ORGANIZATION,0.908478039,0.621383648,0.980388151,0.593081761
GO_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,0.781307457,0.494339623,0.786823289,0.451572327
GO_CHROMATIN_SILENCING,0.745045965,0.593710692,0.765168539,0.569811321
GO_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS,0.607967314,0.594339623,0.607967314,0.580503145
GO_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS,0.708069459,0.681132075,0.695914198,0.683647799
GO_LOCOMOTORY_BEHAVIOR,0.884269663,0.58427673,0.952808989,0.474842767
GO_RESPONSE_TO_EPINEPHRINE,0.70061287,0.521383648,0.665883555,0.5
GO_REGULATION_OF_MACROPHAGE_DIFFERENTIATION,0.631052094,0.540880503,0.634729316,0.583647799
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.87834525,0.552201258,0.931256384,0.523899371
GO_NUCLEUS_ORGANIZATION,0.80081716,0.520754717,0.86700715,0.341509434
GO_TRABECULA_FORMATION,0.753830439,0.587421384,0.746578141,0.626415094
GO_SUBSTRATE_DEPENDENT_CELL_MIGRATION,0.732890705,0.603773585,0.737385087,0.52327044
GO_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.79918284,0.577358491,0.791317671,0.606289308
GO_REGULATION_OF_SEQUENCE_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,0.889172625,0.534591195,0.938100102,0.540880503
GO_RETINA_HOMEOSTASIS,0.78907048,0.625786164,0.825127681,0.464150943
GO_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,0.672114402,0.461006289,0.642900919,0.461006289
GO_MITOCHONDRION_MORPHOGENESIS,0.553932584,0.503144654,0.554136874,0.503144654
GO_COPPER_ION_HOMEOSTASIS,0.604085802,0.501257862,0.604085802,0.497484277
GO_STEM_CELL_DIFFERENTIATION,0.863023493,0.560377358,0.92226762,0.56163522
GO_DOPAMINERGIC_NEURON_DIFFERENTIATION,0.698672114,0.579874214,0.685188968,0.583018868
GO_MAGNESIUM_ION_TRANSMEMBRANE_TRANSPORT,0.665883555,0.537106918,0.665883555,0.479245283
GO_ENDOPLASMIC_RETICULUM_ORGANIZATION,0.765474974,0.644654088,0.770786517,0.629559748
GO_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS,0.706741573,0.520754717,0.693667007,0.537106918
GO_SCHWANN_CELL_DIFFERENTIATION,0.759754852,0.511949686,0.765372829,0.574842767
GO_DIVALENT_INORGANIC_ANION_HOMEOSTASIS,0.625638407,0.563522013,0.626659857,0.563522013
GO_PROTEIN_COMPLEX_LOCALIZATION,0.731562819,0.532075472,0.764759959,0.479245283
GO_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY,0.717262513,0.614465409,0.751072523,0.552830189
GO_PROTEIN_HOMOTRIMERIZATION,0.646884576,0.5,0.636874362,0.497484277
GO_RESPONSE_TO_MINERALOCORTICOID,0.687334014,0.600628931,0.696322778,0.636477987
GO_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.768130746,0.483647799,0.729417773,0.524528302
GO_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT5_PROTEIN,0.707048008,0.388679245,0.697446374,0.401257862
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,0.596118488,0.549056604,0.589989785,0.549056604
GO_NEGATIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS,0.838406537,0.547169811,0.892543412,0.520754717
GO_COENZYME_A_BIOSYNTHETIC_PROCESS,0.610623085,0.605031447,0.610623085,0.54591195
GO_NEGATIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS,0.649131767,0.491194969,0.656690501,0.493710692
GO_NUCLEOSIDE_TRANSPORT,0.593769152,0.542138365,0.593769152,0.542138365
GO_NEURON_DIFFERENTIATION,0.922778345,0.657232704,0.983758938,0.6
GO_FLAVONOID_METABOLIC_PROCESS,0.779979571,0.564779874,0.782533197,0.552201258
GO_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,0.83381001,0.691194969,0.87773238,0.571069182
GO_UDP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS,0.606639428,0.408805031,0.607048008,0.408805031
GO_FERTILIZATION,0.869050051,0.450314465,0.926557712,0.373584906
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION,0.692339122,0.624528302,0.700102145,0.38427673
GO_GOLGI_LOCALIZATION,0.581920327,0.450314465,0.581920327,0.442138365
GO_G2_DNA_DAMAGE_CHECKPOINT,0.682533197,0.61509434,0.719918284,0.523899371
GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,0.83237998,0.505031447,0.889989785,0.434591195
GO_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,0.855566905,0.58427673,0.873340143,0.449685535
GO_REGULATION_OF_HEART_GROWTH,0.789376915,0.61572327,0.831052094,0.662264151
GO_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,0.835955056,0.572955975,0.853115424,0.604402516
GO_NEURON_FATE_COMMITMENT,0.784576098,0.610062893,0.829315628,0.640880503
GO_REGULATION_OF_CELLULAR_RESPIRATION,0.689376915,0.520125786,0.688151175,0.51509434
GO_REGULATION_OF_TELOMERE_CAPPING,0.665168539,0.549685535,0.664759959,0.485534591
GO_TROPHECTODERMAL_CELL_DIFFERENTIATION,0.584984678,0.564150943,0.584984678,0.533333333
GO_SPERMATID_DIFFERENTIATION,0.860572012,0.586792453,0.916649642,0.59245283
GO_GOLGI_VESICLE_TRANSPORT,0.86700715,0.72327044,0.940960163,0.762264151
GO_RESPONSE_TO_X_RAY,0.736567926,0.503144654,0.748008172,0.51509434
GO_NUCLEOPHAGY,0.684882533,0.457861635,0.693871297,0.46163522
GO_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS,0.669050051,0.503773585,0.674157303,0.441509434
GO_GLIAL_CELL_DIFFERENTIATION,0.84351379,0.679245283,0.893054137,0.723899371
GO_PHOSPHATIDYLSERINE_METABOLIC_PROCESS,0.669969356,0.58490566,0.661797753,0.486792453
GO_NEURAL_TUBE_FORMATION,0.831460674,0.670440252,0.848314607,0.627044025
GO_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,0.897957099,0.569811321,0.949336057,0.611320755
GO_PROTEIN_K63_LINKED_DEUBIQUITINATION,0.640143003,0.477358491,0.63360572,0.450943396
GO_ATP_HYDROLYSIS_COUPLED_TRANSMEMBRANE_TRANSPORT,0.703064351,0.552201258,0.71195097,0.563522013
GO_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY,0.811031665,0.549056604,0.848212462,0.581761006
GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,0.763738509,0.520754717,0.819816139,0.466666667
GO_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,0.799080695,0.640251572,0.808682329,0.488679245
